request_id,cls,prompt_len,output_len,hot,arrival_cv1,arrival_cv2,arrival_cv3
85,short,1193,200,0,24.621082029106702,26.859046792118118,10.8161942299612
86,short,1039,200,0,24.84514048240294,26.85915070698911,13.372110621338358
87,short,467,200,0,25.06384028782892,26.859360298400553,13.898283729619685
88,long,8975,200,1,26.079978554016662,26.911930487124604,13.898368786165223
89,short,1568,200,0,26.369326104576203,27.178006320405387,13.898503014195411
90,long,9934,200,0,26.435592259029224,27.197332712779893,13.905618580051813
91,short,1071,200,0,26.669306853827702,27.19891549079292,13.905618580057247
92,long,9077,200,0,26.710138559695498,27.19892080935603,13.905788413028256
93,short,857,200,0,27.000295746198343,27.200741145314094,16.308258150079098
94,short,1108,200,0,27.497166338351487,27.2009533575341,16.308460573291796
95,short,1393,200,0,27.887403113600705,27.598772575581556,17.7451113070821
96,long,8000,200,0,28.101320403901095,27.65225650082534,18.83008552430932
97,short,940,200,0,28.55326260133426,27.701090091196438,18.842717484460366
98,short,1242,200,0,28.675582515605125,28.053399336236414,18.85216604908282
99,short,987,200,0,28.829778689920243,28.359387629509055,21.618418455183733
100,short,1283,200,0,29.012547783138654,28.84251457531509,21.661186303730066
101,long,9213,200,0,29.599445324887444,28.842514644306796,21.661186642668255
102,short,1994,200,0,29.898496062669103,28.975934000908484,22.115885921020396
103,long,9787,200,1,30.944611918969066,28.97632108363533,22.735427944684123
104,long,8000,200,1,31.181643302782856,29.90100567351963,25.177749757784067
105,short,810,200,0,32.53616366181741,29.901005704650903,25.177749757792764
106,short,1229,200,0,32.70624215797135,29.913886781179812,25.177750117666807
107,short,1270,200,0,33.38764977994016,29.9563991842002,27.582862316216534
108,short,972,200,0,33.53536340780381,30.62598873175231,28.051867262859318
109,short,1165,200,0,33.55304816299592,30.633447343807905,28.051867268456906
110,short,1256,200,0,34.26060460606122,31.159324761571746,28.085754414463658
111,short,1978,200,0,34.768605496872496,31.25590388982752,29.198765017829597
112,short,908,200,0,34.92439314429154,31.255937061034626,29.198765018027107
113,long,8000,200,1,35.001155464531394,31.27324082729599,29.201141669457414
114,long,10537,200,0,35.053414587724774,31.32058397077744,29.211937959144574
115,short,855,200,0,35.8438806877005,31.325691317757972,29.215455441443765
116,short,1405,200,0,36.91199080756818,31.325920155381556,29.23811263315343
117,short,858,200,0,38.33146705032647,33.89845468676108,29.384324515492274
118,short,794,200,0,38.33924309376797,33.9360658233978,29.969379919141467
119,short,596,200,0,38.5889804559828,34.45448589048963,29.97012902671909
120,long,11929,200,0,38.821085799332565,34.462261888159205,30.07742929743827
121,short,597,200,0,39.15720989296989,34.83203287011163,30.07768173310128
122,short,1054,200,0,39.79801402614228,35.29899301696537,30.399121665369695
123,short,758,200,0,40.51134189979641,35.33472518085438,30.40018366925444
124,short,781,200,0,40.760874435302576,35.33625679146428,30.59287112383243
125,short,1218,200,0,40.76324049742158,35.34308276677867,30.984692131336686
126,long,9616,200,1,41.55995414520177,36.26479834885258,30.984692424739624
127,short,853,200,0,41.71380610767298,37.13750654138839,30.98469242473968
128,short,933,200,0,42.37485212958259,37.478413736011994,31.04507650476475
129,short,1018,200,0,42.810846453882526,37.6409517833053,31.15950202723685
130,short,604,200,0,42.9683497704007,37.689365366775384,31.160859410336318
131,short,1123,200,0,43.36496777016842,38.1588821108791,31.23446564484295
132,long,9616,200,1,43.37494660428784,38.17026722562079,31.379268334474723
133,long,8000,200,0,43.41176124368153,38.34930774611642,31.37926833447483
134,long,8602,200,0,43.48498258872482,38.34930830412183,31.5044547512608
135,short,1260,200,0,43.55026227742058,38.34931299093086,31.504460001744537
136,long,10729,200,1,43.73038172915542,38.41347488969732,31.504460001744537
137,long,10204,200,0,44.0144372061158,41.13916711175594,31.504644864259376
138,short,1109,200,0,44.057084975313096,41.147469933363226,31.50470538056533
139,short,1556,200,0,44.1681372930118,41.14746999813817,31.50470538877597
140,long,8681,200,0,44.32107721915573,41.14757692289533,31.504705388779037
141,short,1004,200,0,45.00221831955925,41.98797298434107,31.504737088462626
142,short,1276,200,0,45.37986580658714,41.988145899005694,31.72293904762764
143,short,755,200,0,45.45639783375207,41.98949863896255,31.767272245192693
144,short,1398,200,0,45.775591047013755,44.65354890437367,33.19033833402382
145,short,744,200,0,46.229865534724254,44.843219703057294,33.190338334023856
146,long,8000,200,1,46.29089076781028,45.03863681369705,33.64264725120182
147,long,10895,200,1,48.26569623280157,45.36144567484777,35.627840912997975
148,short,1324,200,0,48.80252002165234,45.3664425758496,35.62784091299812
149,long,13000,200,1,49.48748260463762,46.08806212766877,35.87745751625279
150,long,8000,200,0,49.666158395002995,46.0881721910532,36.1059498250797
151,short,948,200,0,49.736156712070255,46.99022930061724,36.14885288605555
152,long,8000,200,1,50.03747935617303,47.00974937777518,36.149087110679936
153,short,682,200,0,50.865631564205245,47.12634582278345,36.19213191909135
154,short,1037,200,0,50.88459674979934,47.13388591732475,36.19659918992669
155,short,1225,200,0,51.1716140521446,47.98403048407749,36.196600036839186
156,short,1193,200,0,51.649646764059604,47.99347268148705,36.19763684675452
157,short,1183,200,0,51.90064614062368,47.99347460715872,36.33193779693073
158,short,936,200,0,51.92652034422828,49.0313076728044,36.33359651032967
159,short,817,200,0,52.12307362180793,50.08025987660836,36.346507056328136
160,short,2354,200,0,52.44651894911395,50.2483893693835,36.40192031867068
161,short,727,200,0,52.72304917537722,50.37973525838453,36.42442239671242
162,long,13000,200,0,52.79509859304218,51.84330802958923,41.0606796154431
163,short,895,200,0,52.89582009493709,51.869416370808345,41.0607191079559
164,short,717,200,0,53.15371370258231,53.485923200076506,41.06106351239457
165,long,8226,200,0,53.38443794308762,54.076888679366085,41.06106793018763
166,short,1126,200,0,53.58390333865091,54.17864347061239,41.13551770862201
167,short,1359,200,0,53.74886816719604,54.19161721088138,45.773734849811895
168,short,1399,200,0,53.924523449141624,54.29967960624292,46.17606442775677
169,short,994,200,0,54.67678940688213,54.30776066503792,46.18828072758371
170,short,1433,200,0,54.73790310400714,55.324850912852206,46.18828072758371
171,short,998,200,0,55.29033570165637,55.78776100839455,46.22079152312841
172,short,1045,200,0,55.332903733333076,55.821474004855595,46.22108957338933
173,long,9009,200,0,55.612589879306405,55.8214786780556,46.225425237198735
174,short,842,200,0,56.27844004067813,56.24289568587151,46.225425237198756
175,short,532,200,0,57.54979310372141,56.36783593083184,46.2254256160066
176,short,983,200,0,57.76395160670218,56.433051715873866,46.80351777982827
177,short,910,200,0,57.77908740237547,58.333059377573605,46.80351777983138
178,long,9425,200,0,57.80432335081251,58.3351694161755,46.803535414003726
179,short,795,200,0,57.82822917140991,58.423409773093994,46.803535726290974
180,short,786,200,0,57.97734969697187,58.4300605503508,47.03168582813569
181,long,8000,200,1,58.21731725851667,58.96233529061839,47.03168585446823
182,short,808,200,0,58.37268375610544,58.96233529172856,47.031686428941356
183,short,606,200,0,58.4368117041352,59.781871543593255,47.0316873354811
184,short,868,200,0,58.67997222120738,59.87665959778381,47.03168801579678
185,short,1797,200,0,58.855501655367924,59.876691081151,49.072490523521296
186,long,10085,200,0,59.55311532783143,60.0093848868363,49.07576733321115
187,long,8695,200,1,59.73018149071241,60.00938522825461,49.075768928799
188,long,9848,200,1,60.306238144391166,60.01786672303973,49.0767584699991
189,short,841,200,0,61.00052028480839,60.2490689842076,50.82819884834409
190,short,923,200,0,61.47616737055749,60.64495375403319,50.82819885520317
191,short,580,200,0,61.77244651029206,60.73816303614328,50.828200097489145
192,long,9999,200,1,62.06076596935909,60.75143623508197,50.828247367349455
193,short,965,200,0,62.341477365035985,60.75358816702444,51.559683045550685
194,long,11064,200,1,62.42558757912679,61.20239929765924,51.559683046072685
195,short,838,200,0,62.75918347844499,61.27678716850456,51.56599811819351
196,short,1043,200,0,63.22500167562563,61.47874253231511,51.566001464832674
197,long,9453,200,1,64.36661468495272,61.479837933163516,51.56603198709336
198,short,1553,200,0,64.57785006411623,61.493014182344325,51.87644652050153
199,short,527,200,0,64.70149783995521,61.82415610086567,51.967503781779726
200,long,10220,200,0,64.87413293157552,61.82596345097612,51.9675620142323
201,short,609,200,0,65.75344401258864,61.82606804029143,51.96964096940484
202,short,693,200,0,66.16485718223805,61.96240800657421,51.969640971774766
203,short,2195,200,0,66.9999696748833,62.19518174397154,52.70045485258182
204,long,8000,200,1,67.21438832887445,62.199573890173895,52.70045485258182
205,long,8000,200,1,67.91367575825402,62.19957498572016,52.71255193272435
206,long,8000,200,0,68.25409523763717,62.27165481429178,52.71255651535662
207,long,8074,200,0,68.44714989018757,63.12583097113832,52.71255651535687
208,short,1248,200,0,68.59887799760968,63.137936149839575,52.71317365641905
209,long,10177,200,0,68.65376086047296,63.13830305894256,53.562658128538565
210,long,8000,200,1,69.40882284254695,63.14039127976869,53.56267108325227
211,short,765,200,0,69.43556052504287,63.38330165651797,53.56268630611509
212,long,8000,200,1,70.70783073517055,63.694556815799544,53.56508107169117
213,short,862,200,0,70.84911082360233,63.69583966862041,53.599261746900716
214,short,894,200,0,71.66769455716346,64.0629919345162,53.59926708529715
215,short,719,200,0,72.06441867799465,64.91050398190441,53.76470174760323
216,short,762,200,0,72.11627027534747,65.49783021464079,53.76472077468732
217,short,975,200,0,72.15176116106413,65.58276555840602,55.45427657381177
218,short,727,200,0,72.57682329587003,66.48200467925955,55.45427657381177
219,long,9701,200,1,72.59690591743285,66.56283678183702,55.45434759536426
220,short,858,200,0,72.81179577644167,66.56466402167273,55.45536867091533
221,short,1005,200,0,73.15416555115978,66.59340352091972,55.4556111557811
222,long,9700,200,1,73.25893356827589,66.63752541987573,55.503101081007436
223,short,461,200,0,73.50355248193723,66.637997710269,55.568605642173075
224,short,1188,200,0,74.06586366753227,67.39575252304904,55.56860637369389
225,short,901,200,0,74.45170840044985,67.64948794629534,56.77232937972142
226,long,8000,200,0,74.52868769399024,67.68040616731152,56.83549480906562
227,short,562,200,0,75.14201986707792,67.70851971686852,57.19718347132248
228,long,11608,200,0,75.99958245018377,67.7141912862976,57.20413855249254
229,short,884,200,0,76.01357274734362,67.7869205151798,57.22030696157583
230,long,8000,200,0,76.07320897820574,67.78705259540831,57.22030696158649
231,short,1114,200,0,76.57474069382651,67.78738737088653,57.56959335866713
232,short,1062,200,0,77.57190674711148,67.79261955745118,57.57564277747044
233,short,1743,200,0,77.93870506655503,67.81906297083124,57.57607306819319
234,short,915,200,0,78.03539778981717,68.12891233358434,57.57607307015155
235,short,570,200,0,78.44929860434293,68.25501523530491,58.47718256810289
236,short,2070,200,0,78.61389863641759,68.26500359368765,58.477182575447074
237,short,663,200,0,79.3657133344533,68.26500590525029,58.5106771027811
238,short,1420,200,0,79.64522946888319,70.24680095254094,59.332870923736365
239,short,1054,200,0,79.65969413138943,70.31879377283047,59.40293420533691
240,short,869,200,0,80.03350479568242,70.33622693218865,59.4036066721921
241,short,1449,200,0,80.50221469944634,70.33742938716424,59.40368235142279
242,short,1038,200,0,81.15253841546377,70.34078849266183,59.4321029870911
243,short,1275,200,0,81.1772267306984,70.41068409691596,59.537549236939704
244,short,1591,200,0,81.6155944099425,70.4133019509033,59.54282843816541
245,long,8000,200,0,81.78557021001879,70.41438687515974,59.563795494518374
246,short,964,200,0,82.54517998809732,70.42691892913518,60.56916821982387
247,short,961,200,0,82.56755529560438,70.45646119698235,60.569168391884716
248,short,1250,200,0,83.28123350271052,70.49253376431938,60.56919489486469
249,short,869,200,0,84.31958221298541,70.49327037178324,60.6593562783941
250,short,901,200,0,84.42088368385174,70.49327584347121,60.6593562783941
251,long,8000,200,0,84.62421869660471,70.72293330888739,60.65983796904676
252,short,1087,200,0,84.6766102174995,70.72345118952872,61.564345129874646
253,long,8000,200,1,84.81400989694133,70.77922686711413,61.56437832276254
254,long,10521,200,0,84.84321142620834,70.77922793034678,62.187173347093996
255,short,1497,200,0,85.03792724329853,70.94996513815833,62.187173361017464
256,short,1398,200,0,85.47611027469618,70.95177463376506,62.44452376336837
257,long,8000,200,1,86.58119538191016,70.96484554111433,62.46279702294972
258,short,1093,200,0,87.0691540255729,70.96943068269948,62.766198475304485
259,short,787,200,0,87.3085346458089,71.34345608627187,62.766198475304485
260,short,1045,200,0,87.7590472032459,72.76577492330686,62.77646731143776
261,long,11428,200,0,87.85907045483863,73.3165836629398,62.77646958129934
262,short,971,200,0,88.38788085195797,74.34110380298439,64.94527353440941
263,short,1003,200,0,88.46014016696436,74.36544007739676,64.94560867363813
264,short,929,200,0,89.18907409751856,74.46409746392294,64.94860681641232
265,long,8000,200,0,89.70484158493664,74.80983214977844,64.94863055932198
266,short,859,200,0,90.87799051808086,74.90969696256154,64.94863056110331
267,long,8631,200,1,90.93765212719418,74.90969696572604,64.94880714839994
268,long,11869,200,1,91.12155627135267,74.92043729835035,65.23588159182354
269,long,9650,200,1,91.33220187473317,74.92043731374709,68.8878723428961
270,short,990,200,0,91.42309973875201,75.03679078536652,68.88787238466543
271,short,967,200,0,92.0937775340035,76.07370273606946,69.02937056739982
272,long,8000,200,0,92.19010291258206,76.544310866296,69.0302818393903
273,short,1051,200,0,92.24066066898209,76.54455935509473,69.03028499242943
274,short,1085,200,0,92.28630191562995,76.60442146165268,69.09739058031428
275,long,8000,200,0,92.49200648774386,76.7746341744855,69.09739058031448
276,short,616,200,0,92.52952921219834,76.78776613778027,69.09739298270567
277,short,1220,200,0,92.72147235070442,76.98622067805334,69.09739298270567
278,short,1019,200,0,93.34364937875874,76.99479455789397,72.64001100416516
279,short,750,200,0,93.76042193022973,77.04935830046796,72.85935617264826
280,short,949,200,0,93.81770156014497,77.05060192993702,73.16419077836264
281,short,750,200,0,93.97744884719026,77.05428502835791,73.16419077845035
282,long,12255,200,0,94.362356342414,77.06954905502292,73.30130782331815
283,short,906,200,0,94.6504051051951,77.07009838956405,73.30288322979719
284,long,8708,200,1,94.73131979797375,77.31267407059366,73.56120861176925
285,short,1237,200,0,94.99233547203674,77.3489198138664,73.56864602015695
286,short,1021,200,0,95.95400882430008,77.3507861879821,74.08806765279917
287,short,772,200,0,96.08830165585464,79.6283020966985,74.68815699950014
288,short,1704,200,0,96.49363622027808,79.6941374716716,74.68815707848066
289,long,13000,200,1,96.59273515997154,79.705312630567,74.82773221286024
290,long,13000,200,1,96.62961957276539,80.19089357929498,74.82775927742036
291,short,740,200,0,96.83056528373504,82.77661516602691,75.34485989070934
292,short,798,200,0,97.43912145755506,82.99910508126577,75.592149098658
293,short,1148,200,0,97.92742971259689,83.15534793093758,75.59309651457326
294,short,654,200,0,98.29042224550724,83.24095722094442,75.96964498643709
295,long,9791,200,0,98.63869630316526,83.24320346404812,75.9699917337895
296,short,790,200,0,99.07005392946172,83.3889593768742,76.01176740685412
297,short,929,200,0,99.25976523804862,83.40740246264939,76.01178847080467
298,short,990,200,0,99.26395351254708,83.41060942407907,76.16411572753032
299,short,1260,200,0,99.38990522363308,83.46421687002065,76.16411572754173
300,long,9904,200,0,99.54300751146273,84.11380280624357,76.42803912232813
301,short,595,200,0,99.81551172758928,84.1138029492272,76.49188149810308
302,short,1381,200,0,99.84236406867015,85.04252781462903,76.49265678288253
303,short,941,200,0,100.9229778414492,85.21351793095252,76.49265723391325
304,long,9219,200,0,101.09630180947654,85.21779419428701,76.50151677228718
305,short,2489,200,0,101.1312849324086,85.21779589464003,77.20602063956893
306,short,649,200,0,101.14238899217109,88.56918482614698,77.21404511460614
307,short,684,200,0,102.17225217386826,89.388546427828,77.23575946633763
308,short,1125,200,0,102.19320251868503,89.40751263332596,77.69810112902817
309,long,10591,200,0,102.35764764120209,89.4077063905448,77.69901325485503
310,long,8000,200,0,103.1101250162145,91.06145666689208,77.69929886863277
311,short,906,200,0,103.2283981619768,91.06175553059049,77.70685230546147
312,short,1459,200,0,103.28946644547652,91.32590806085693,77.70685414597358
313,short,922,200,0,103.54846797617223,91.32655453725064,78.05405161836151
314,long,8478,200,1,103.59312082447022,92.60215986304542,79.35684585954014
315,short,1422,200,0,104.03676176162237,93.37745802017358,81.26541531073154
316,short,1782,200,0,104.17037884555954,93.45892740145578,81.2655109710604
317,short,531,200,0,104.32748676253388,93.46378151143941,83.05762202516752
318,short,635,200,0,104.65384954242151,93.72358281943396,83.06331944141151
319,short,1105,200,0,105.29273425681431,94.21665415995601,83.06332316858395
320,short,929,200,0,105.4822161653084,94.22068976502221,83.0637105302696
321,short,782,200,0,106.23949119821911,94.22209783605298,83.0637134240703
322,short,662,200,0,106.53338018332747,94.35440222149501,83.08087841508002
323,short,1009,200,0,106.66045941785427,94.35449460685717,83.08087842139706
324,short,1139,200,0,106.6891800340618,94.3544949244851,83.08088894416086
325,long,10376,200,0,106.7430272428622,94.35449493093796,83.08089360706322
326,short,743,200,0,106.79793392533166,94.42595171465386,83.24757882570381
327,short,1468,200,0,107.15841032836431,97.03808352877861,85.80597325942665
328,long,8000,200,0,107.67833984232331,97.1377682432601,85.80597325942679
329,short,1392,200,0,107.99755520320478,97.16437395822538,85.84530759922097
330,short,385,200,0,108.0874663044497,97.47446377514066,85.84530780795923
331,short,965,200,0,108.12965741329766,97.69119570105764,85.84537208588792
332,short,982,200,0,108.249525644673,97.69219364777021,85.84548726688905
333,short,2563,200,0,108.61794267446234,97.7001590510453,85.845559944283
334,short,1033,200,0,108.94302605912641,97.70078051743752,85.845559944283
335,short,636,200,0,109.50875160287167,97.70118285359541,85.84556393695968
336,short,713,200,0,109.67772065803815,98.45629384306423,85.8543809480778
337,short,1241,200,0,110.01317382417395,98.45660089647859,85.85595757199351
338,short,867,200,0,110.03565842798818,98.45786312815747,85.85595757200159
339,short,1557,200,0,111.134402669405,98.51765806432276,85.85595757200164
340,short,584,200,0,111.29139181209156,98.5213564305989,85.85619978010892
341,short,1014,200,0,111.52976924489022,98.52165815755525,85.85653464568281
342,short,1002,200,0,111.67993861403349,100.0013671081248,85.85653625400015
343,short,577,200,0,111.70004831850409,100.01301956899226,85.86309978556145
344,short,1277,200,0,111.7437026907396,101.52304210380711,85.8769189275667
345,short,988,200,0,112.14859945559795,101.6111847043668,85.87691910706036
346,long,8000,200,0,112.15700709578178,101.61519604939902,85.87691910803926
347,long,10169,200,1,112.28946734621432,102.26163601900844,85.87691949732438
348,short,1274,200,0,112.31587580995246,102.60341767664332,85.87691949732438
349,long,8675,200,1,112.90730100367908,103.16039578452286,85.91912831824037
350,short,927,200,0,113.33706485016361,106.01358702392322,85.92349637226644
351,short,1104,200,0,114.07379163723161,106.17067595456525,85.93166379426381
352,short,1146,200,0,114.4634230340399,106.30642679248916,85.93271338917658
353,short,1034,200,0,114.72773364362219,106.30651325992918,85.93274608485629
354,long,10197,200,1,114.76429241134284,106.34859073952887,85.93285958486702
355,long,8000,200,1,114.94957621715282,106.58312012237215,85.93741835734691
356,long,8613,200,1,115.11171946725119,106.92146646997074,85.93741840568946
357,short,1551,200,0,115.49290687299695,106.9666423935318,85.93742098207952
358,short,1012,200,0,115.64514719446808,106.96938896528175,85.93879392719231
359,short,455,200,0,115.81070070910549,106.9698052414619,85.93880534257755
360,short,1053,200,0,116.83296155211863,107.3773253235044,85.96902092281732
361,short,842,200,0,117.04277852764892,107.58112930547611,85.97714712773748
362,long,8000,200,1,117.09965654410378,107.9233735431463,86.56428452250746
363,short,1302,200,0,117.38084933264787,109.57721276854168,86.56428581127754
364,short,1106,200,0,117.61350172554877,109.57727402775899,86.572679872602
365,long,10571,200,1,117.68586844256993,109.57730637677759,86.60501700783644
366,short,775,200,0,118.10344011480662,110.29709837480694,86.62040468728155
367,long,8000,200,1,118.32461152557742,110.3019349209301,86.62119087151564
368,short,785,200,0,118.81490618779445,110.30554781021625,86.62181558219011
369,short,1616,200,0,119.28629628137737,110.31069962592262,86.62181677312078
370,short,779,200,0,119.28766333707544,110.45142094233725,86.62195240947642
371,long,8278,200,1,119.66603516808374,110.45204217531756,86.62195240947642
372,long,8000,200,0,119.96106954960032,110.76993641621951,87.48621248542938
373,short,1252,200,0,120.1425664078224,110.80950328838854,87.48626726856561
374,short,640,200,0,120.81575247316974,110.81002618861827,87.4862672688036
375,short,733,200,0,120.98993786203494,110.98470491818206,89.04753851110883
376,short,761,200,0,121.42293352435318,110.9944560039566,89.050473358192
377,long,8236,200,0,121.97155502107108,111.03434026711723,89.05047676441525
378,short,889,200,0,122.6140867049693,111.39878308775532,89.07131175388734
379,short,1738,200,0,122.64417851211334,111.40151219143242,89.08585511992803
380,short,908,200,0,123.39760695124696,111.4081625160101,89.08819197381925
381,short,804,200,0,123.64215186879396,113.36889870081428,89.08846528598039
382,long,8551,200,1,124.30919633535596,113.56758394218285,89.21471279248304
383,short,1710,200,0,124.38584504281563,113.5778303223847,89.72490853374627
384,long,9225,200,0,124.58660284318572,113.75494690622035,89.85208170786359
385,short,1211,200,0,124.61637551943785,113.81467201734938,89.85208180644563
386,long,10137,200,1,124.73519013632225,114.03447035923463,89.852081854711
387,short,1124,200,0,124.86730200217649,114.04649490535847,89.852081854711
388,short,805,200,0,125.77076189251785,114.05546081022676,89.85757755302022
389,short,1195,200,0,125.87637147424996,114.05546202291049,89.86997982477797
390,short,562,200,0,126.56072209702653,114.15529116096411,91.10065193440961
391,long,8000,200,0,126.85867422117964,114.3090469478691,91.33546086067888
392,long,9408,200,1,127.02149793979375,114.30960962641578,91.33546123929148
393,short,626,200,0,127.4920678206541,114.42012391934789,96.14715487450368
394,short,941,200,0,128.01308524344822,114.47988841158161,96.14790441882629
395,short,1520,200,0,128.3708903460212,114.48870215962134,96.14790441882629
396,short,1971,200,0,128.4285672623235,117.55087704145997,96.15348581733592
397,short,1182,200,0,130.48479523496712,117.91423167310398,96.75474510926755
398,long,8662,200,0,130.59698772182864,117.92744759979871,96.75474510926755
399,short,1361,200,0,130.86001706633542,117.93300432576507,96.75535670398659
400,long,10626,200,1,130.89479650537987,117.93640129541886,96.96681175937887
